Timestamp,Generation,AliveCount,AvgLength,MaxLength,Aggressiveness
2025-12-28 18:09:15,5330,92,6.09,12,0.0109
2025-12-28 18:09:15,5331,93,6.18,12,0.0108
2025-12-28 18:09:15,5334,94,6.04,12,0.0106
2025-12-28 18:09:15,5337,96,5.95,12,0.0104
2025-12-28 18:09:15,5338,96,6.08,12,0.0000
2025-12-28 18:09:15,5341,96,6.21,12,0.0208
2025-12-28 18:09:15,5344,94,6.51,12,0.0000
2025-12-28 18:09:15,5345,96,6.43,12,0.0000
2025-12-28 18:09:15,5348,95,6.36,12,0.0105
2025-12-28 18:09:15,5351,93,6.35,12,0.0215
2025-12-28 18:09:16,5355,93,6.29,12,0.0215
2025-12-28 18:09:16,5357,93,6.39,12,0.0323
2025-12-28 18:09:16,5363,89,6.64,12,0.0000
2025-12-28 18:09:16,5365,95,5.83,12,0.0105
2025-12-28 18:09:16,5369,92,6.26,12,0.0217
2025-12-28 18:09:16,5372,94,6.11,12,0.0000
2025-12-28 18:09:16,5376,94,6.09,12,0.0106
2025-12-28 18:09:16,5379,93,6.37,12,0.0430
2025-12-28 18:09:16,5381,93,6.34,12,0.0108
2025-12-28 18:09:17,5383,93,6.51,12,0.0108
2025-12-28 18:09:17,5387,92,6.42,12,0.0000
2025-12-28 18:09:17,5390,90,6.76,12,0.0222
2025-12-28 18:09:17,5392,92,6.50,12,0.0000
2025-12-28 18:09:17,5392,92,6.67,12,0.0000
2025-12-28 18:09:17,5394,90,6.71,12,0.0111
2025-12-28 18:09:17,5396,91,6.69,12,0.0110
2025-12-28 18:09:17,5400,93,6.30,12,0.0108
2025-12-28 18:09:17,5402,93,6.44,12,0.0000
2025-12-28 18:09:17,5408,89,6.83,12,0.0225
2025-12-28 18:09:18,5410,90,6.86,12,0.0000
2025-12-28 18:09:18,5411,92,6.77,12,0.0000
2025-12-28 18:09:18,5413,92,6.85,12,0.0000
2025-12-28 18:09:18,5418,90,6.78,12,0.0111
2025-12-28 18:09:18,5419,91,6.90,13,0.0000
2025-12-28 18:09:18,5420,94,6.81,12,0.0106
2025-12-28 18:09:18,5426,96,6.41,12,0.0104
2025-12-28 18:09:18,5427,97,6.58,13,0.0000
2025-12-28 18:09:18,5427,100,6.41,12,0.0100
2025-12-28 18:09:18,5432,99,6.37,12,0.0202
2025-12-28 18:09:19,5435,97,6.64,12,0.0103
2025-12-28 18:09:19,5438,98,6.61,12,0.0000
2025-12-28 18:09:19,5440,98,6.65,12,0.0204
2025-12-28 18:09:19,5441,100,6.65,12,0.0200
2025-12-28 18:09:19,5442,103,6.58,12,0.0097
2025-12-28 18:09:19,5447,101,6.72,12,0.0198
2025-12-28 18:09:19,5452,100,6.45,12,0.0300
2025-12-28 18:09:19,5457,100,6.38,12,0.0000
2025-12-28 18:09:19,5458,103,6.18,12,0.0194
2025-12-28 18:09:20,5462,102,6.33,12,0.0000
2025-12-28 18:09:20,5469,100,6.11,12,0.0000
2025-12-28 18:09:20,5475,95,6.62,12,0.0211
2025-12-28 18:09:20,5478,98,6.47,12,0.0204
2025-12-28 18:09:20,5480,97,6.49,12,0.0000
2025-12-28 18:09:20,5480,99,6.60,12,0.0000
2025-12-28 18:09:20,5483,100,6.45,12,0.0400
2025-12-28 18:09:20,5485,104,6.10,12,0.0096
2025-12-28 18:09:20,5486,105,6.27,12,0.0000
2025-12-28 18:09:21,5486,108,6.36,12,0.0093
2025-12-28 18:09:21,5490,108,6.35,12,0.0278
2025-12-28 18:09:21,5494,108,6.30,12,0.0185
2025-12-28 18:09:21,5496,106,6.46,12,0.0094
2025-12-28 18:09:21,5501,105,6.32,12,0.0095
2025-12-28 18:09:21,5502,107,6.21,12,0.0093
2025-12-28 18:09:21,5506,106,6.31,12,0.0189
2025-12-28 18:09:21,5511,103,6.57,12,0.0000
2025-12-28 18:09:22,5514,102,6.48,12,0.0196
2025-12-28 18:09:22,5520,97,6.82,12,0.0000
2025-12-28 18:09:22,5524,99,6.42,12,0.0000
2025-12-28 18:09:22,5526,101,6.33,12,0.0099
2025-12-28 18:09:22,5531,99,6.25,12,0.0000
2025-12-28 18:09:22,5533,99,6.44,12,0.0000
2025-12-28 18:09:22,5533,102,6.44,12,0.0000
2025-12-28 18:09:22,5535,103,6.46,12,0.0097
2025-12-28 18:09:22,5538,102,6.51,12,0.0000
2025-12-28 18:09:23,5540,102,6.58,12,0.0098
2025-12-28 18:09:23,5545,99,6.74,12,0.0101
2025-12-28 18:09:23,5547,99,6.81,12,0.0101
2025-12-28 18:09:23,5553,96,7.14,12,0.0000
2025-12-28 18:09:23,5553,100,6.96,13,0.0100
2025-12-28 18:09:23,5556,101,6.82,12,0.0099
2025-12-28 18:09:23,5561,97,7.06,12,0.0000
2025-12-28 18:09:23,5563,101,6.79,12,0.0000
2025-12-28 18:09:23,5564,102,6.84,12,0.0098
2025-12-28 18:09:24,5566,104,6.53,12,0.0096
2025-12-28 18:09:24,5570,103,6.37,12,0.0097
2025-12-28 18:09:24,5574,101,6.57,12,0.0000
2025-12-28 18:09:24,5579,99,6.63,12,0.0101
2025-12-28 18:09:24,5584,98,6.52,12,0.0204
2025-12-28 18:09:24,5588,97,6.69,12,0.0103
2025-12-28 18:09:24,5590,99,6.63,12,0.0000
2025-12-28 18:09:24,5591,98,6.82,12,0.0102
2025-12-28 18:09:24,5595,97,6.75,12,0.0000
2025-12-28 18:09:25,5601,99,6.39,12,0.0000
2025-12-28 18:09:25,5602,101,6.30,12,0.0198
2025-12-28 18:09:25,5606,99,6.21,12,0.0202
2025-12-28 18:09:25,5607,100,6.11,12,0.0000
2025-12-28 18:09:25,5611,99,6.23,12,0.0101
2025-12-28 18:09:25,5613,100,6.20,12,0.0000
2025-12-28 18:09:25,5615,101,6.28,12,0.0099
2025-12-28 18:09:25,5618,102,6.30,12,0.0000
2025-12-28 18:09:25,5619,102,6.48,12,0.0000
2025-12-28 18:09:26,5620,107,6.25,12,0.0093
2025-12-28 18:09:26,5621,107,6.25,12,0.0093
2025-12-28 18:09:26,5624,109,6.04,12,0.0092
2025-12-28 18:09:26,5628,108,5.95,12,0.0185
2025-12-28 18:09:26,5631,106,6.05,12,0.0000
2025-12-28 18:09:26,5634,105,6.18,12,0.0000
2025-12-28 18:09:26,5639,101,6.54,12,0.0198
2025-12-28 18:09:26,5640,102,6.55,12,0.0098
2025-12-28 18:09:27,5649,97,6.44,12,0.0000
2025-12-28 18:09:27,5651,97,6.53,12,0.0103
2025-12-28 18:09:27,5655,96,6.62,13,0.0104
2025-12-28 18:09:27,5658,100,6.39,12,0.0000
2025-12-28 18:09:27,5661,102,6.25,12,0.0000
2025-12-28 18:09:27,5665,98,6.68,12,0.0102
2025-12-28 18:09:27,5666,103,6.42,12,0.0000
2025-12-28 18:09:27,5671,100,6.57,12,0.0000
2025-12-28 18:09:27,5673,102,6.32,13,0.0000
2025-12-28 18:09:28,5679,99,6.38,12,0.0101
2025-12-28 18:09:28,5682,100,6.33,12,0.0100
2025-12-28 18:09:28,5687,97,6.56,12,0.0103
2025-12-28 18:09:28,5688,98,6.39,12,0.0000
2025-12-28 18:09:28,5689,98,6.37,12,0.0000
2025-12-28 18:09:28,5692,99,6.14,12,0.0101
2025-12-28 18:09:28,5697,96,6.28,12,0.0000
2025-12-28 18:09:28,5699,96,6.44,12,0.0208
2025-12-28 18:09:28,5703,99,5.88,12,0.0000
2025-12-28 18:09:28,5707,97,5.99,13,0.0000
2025-12-28 18:09:29,5710,96,6.12,12,0.0000
2025-12-28 18:09:29,5712,101,5.91,12,0.0099
2025-12-28 18:09:29,5715,103,5.68,12,0.0000
2025-12-28 18:09:29,5719,106,5.57,12,0.0000
2025-12-28 18:09:29,5722,104,6.00,13,0.0096
2025-12-28 18:09:29,5727,103,6.08,12,0.0000
2025-12-28 18:09:29,5733,102,6.12,12,0.0000
2025-12-28 18:09:29,5736,103,6.01,12,0.0097
2025-12-28 18:09:30,5739,104,6.07,12,0.0192
2025-12-28 18:09:30,5741,103,6.23,12,0.0000
2025-12-28 18:09:30,5743,104,6.30,13,0.0000
2025-12-28 18:09:30,5746,103,6.43,13,0.0000
2025-12-28 18:09:30,5751,102,6.27,12,0.0098
2025-12-28 18:09:30,5754,100,6.44,12,0.0000
2025-12-28 18:09:30,5760,101,6.12,12,0.0297
2025-12-28 18:09:30,5763,103,5.90,12,0.0097
2025-12-28 18:09:30,5768,100,6.03,12,0.0000
2025-12-28 18:09:31,5771,99,6.10,12,0.0000
2025-12-28 18:09:31,5774,100,6.12,12,0.0200
2025-12-28 18:09:31,5777,99,6.36,12,0.0000
2025-12-28 18:09:31,5778,103,6.28,12,0.0194
2025-12-28 18:09:31,5778,106,6.23,12,0.0094
2025-12-28 18:09:31,5779,107,6.32,12,0.0093
2025-12-28 18:09:31,5782,107,6.23,12,0.0000
2025-12-28 18:09:31,5787,105,6.23,12,0.0095
2025-12-28 18:09:31,5788,111,5.75,12,0.0000
2025-12-28 18:09:32,5791,114,5.29,12,0.0088
2025-12-28 18:09:32,5796,113,5.35,12,0.0000
2025-12-28 18:09:32,5801,112,5.42,12,0.0000
2025-12-28 18:09:32,5805,109,5.54,12,0.0000
2025-12-28 18:09:32,5808,106,5.58,12,0.0000
2025-12-28 18:09:32,5813,102,6.00,12,0.0000
2025-12-28 18:09:32,5819,98,6.07,12,0.0102
2025-12-28 18:09:32,5819,101,6.01,12,0.0000
2025-12-28 18:09:33,5819,105,5.85,12,0.0000
2025-12-28 18:09:33,5823,104,5.91,12,0.0000
2025-12-28 18:09:33,5825,102,6.19,12,0.0000
2025-12-28 18:09:33,5829,101,6.16,12,0.0099
2025-12-28 18:09:33,5830,103,6.21,12,0.0194
2025-12-28 18:09:33,5832,101,6.61,12,0.0099
2025-12-28 18:09:33,5835,103,6.46,12,0.0194
2025-12-28 18:09:33,5838,104,6.47,12,0.0000
2025-12-28 18:09:33,5840,105,6.50,12,0.0000
2025-12-28 18:09:34,5841,109,6.14,12,0.0000
2025-12-28 18:09:34,5845,107,6.17,12,0.0000
2025-12-28 18:09:34,5853,105,5.98,12,0.0190
2025-12-28 18:09:34,5856,103,6.27,12,0.0194
2025-12-28 18:09:34,5857,106,6.24,13,0.0000
2025-12-28 18:09:34,5859,109,6.38,12,0.0000
2025-12-28 18:09:34,5863,109,6.40,12,0.0183
2025-12-28 18:09:34,5868,110,6.16,12,0.0000
2025-12-28 18:09:35,5869,110,6.40,12,0.0273
2025-12-28 18:09:35,5869,112,6.50,12,0.0000
2025-12-28 18:09:35,5872,112,6.36,12,0.0089
2025-12-28 18:09:35,5873,113,6.40,12,0.0000
2025-12-28 18:09:35,5875,116,6.26,12,0.0000
2025-12-28 18:09:35,5879,116,6.28,12,0.0000
2025-12-28 18:09:35,5882,116,6.35,12,0.0086
2025-12-28 18:09:35,5885,116,6.32,12,0.0086
2025-12-28 18:09:36,5893,113,6.34,12,0.0088
2025-12-28 18:09:36,5894,119,6.04,12,0.0000
2025-12-28 18:09:36,5898,120,5.92,12,0.0083
2025-12-28 18:09:36,5902,116,6.47,12,0.0086
2025-12-28 18:09:36,5906,113,6.80,12,0.0000
2025-12-28 18:09:36,5911,111,6.77,12,0.0000
2025-12-28 18:09:36,5916,110,6.83,12,0.0000
2025-12-28 18:09:36,5919,110,6.66,12,0.0000
2025-12-28 18:09:37,5920,115,6.48,12,0.0000
2025-12-28 18:09:37,5923,116,6.51,12,0.0086
2025-12-28 18:09:37,5925,120,6.31,12,0.0083
2025-12-28 18:09:37,5928,120,6.36,12,0.0083
2025-12-28 18:09:37,5931,123,6.05,12,0.0000
2025-12-28 18:09:37,5934,124,5.83,12,0.0000
2025-12-28 18:09:37,5938,123,5.89,12,0.0081
2025-12-28 18:09:38,5942,122,5.81,12,0.0000
2025-12-28 18:09:38,5945,122,5.89,12,0.0082
2025-12-28 18:09:38,5947,121,6.16,12,0.0000
2025-12-28 18:09:38,5950,121,6.10,12,0.0083
2025-12-28 18:09:38,5954,121,6.11,13,0.0083
2025-12-28 18:09:38,5960,121,6.10,13,0.0165
2025-12-28 18:09:38,5961,123,6.13,12,0.0081
2025-12-28 18:09:38,5964,125,6.16,12,0.0080
2025-12-28 18:09:39,5969,126,6.16,12,0.0079
2025-12-28 18:09:39,5970,128,6.28,12,0.0234
2025-12-28 18:09:39,5974,131,5.97,12,0.0076
2025-12-28 18:09:39,5979,127,6.33,12,0.0000
2025-12-28 18:09:39,5988,121,6.59,12,0.0000
2025-12-28 18:09:39,5994,120,6.57,12,0.0000
2025-12-28 18:09:39,5995,121,6.72,12,0.0248
2025-12-28 18:09:40,5997,124,6.62,12,0.0000
2025-12-28 18:09:40,5999,125,6.71,12,0.0080
2025-12-28 18:09:40,6004,121,6.76,12,0.0000
2025-12-28 18:09:40,6006,127,6.20,12,0.0236
2025-12-28 18:09:40,6010,124,6.39,12,0.0081
2025-12-28 18:09:40,6012,126,6.40,13,0.0159
2025-12-28 18:09:40,6016,124,6.55,12,0.0081
2025-12-28 18:09:41,6020,122,6.66,12,0.0082
2025-12-28 18:09:41,6021,125,6.71,12,0.0000
2025-12-28 18:09:41,6022,126,6.67,12,0.0079
2025-12-28 18:09:41,6023,132,6.28,12,0.0152
2025-12-28 18:09:41,6026,134,6.16,12,0.0075
2025-12-28 18:09:41,6029,133,6.24,12,0.0150
2025-12-28 18:09:41,6034,133,6.20,12,0.0075
2025-12-28 18:09:42,6040,134,5.97,12,0.0000
2025-12-28 18:09:42,6042,135,6.06,12,0.0074
2025-12-28 18:09:42,6046,136,5.95,12,0.0147
2025-12-28 18:09:42,6049,135,6.08,12,0.0148
2025-12-28 18:09:42,6055,130,6.09,12,0.0000
2025-12-28 18:09:42,6059,127,6.27,12,0.0157
2025-12-28 18:09:42,6063,132,5.91,13,0.0152
2025-12-28 18:09:43,6072,124,6.27,12,0.0000
2025-12-28 18:09:43,6073,128,6.04,12,0.0000
2025-12-28 18:09:43,6079,125,6.21,12,0.0080
2025-12-28 18:09:43,6085,122,6.41,12,0.0082
2025-12-28 18:09:43,6087,124,6.31,12,0.0081
2025-12-28 18:09:43,6089,123,6.48,12,0.0244
2025-12-28 18:09:43,6093,124,6.24,12,0.0081
2025-12-28 18:09:44,6096,124,6.35,12,0.0161
2025-12-28 18:09:44,6100,122,6.70,12,0.0000
2025-12-28 18:09:44,6100,125,6.76,12,0.0000
2025-12-28 18:09:44,6104,127,6.50,12,0.0000
2025-12-28 18:09:44,6105,130,6.52,12,0.0000
2025-12-28 18:09:44,6106,132,6.51,12,0.0000
2025-12-28 18:09:44,6109,130,6.60,12,0.0077
2025-12-28 18:09:45,6111,134,6.34,12,0.0075
2025-12-28 18:09:45,6118,130,6.40,12,0.0000
2025-12-28 18:09:45,6123,125,6.72,12,0.0000
2025-12-28 18:09:45,6124,126,6.61,12,0.0000
2025-12-28 18:09:45,6127,126,6.45,12,0.0000
2025-12-28 18:09:45,6128,126,6.43,12,0.0000
2025-12-28 18:09:45,6130,126,6.27,12,0.0079
2025-12-28 18:09:46,6132,129,5.85,12,0.0078
2025-12-28 18:09:46,6136,128,5.80,12,0.0078
2025-12-28 18:09:46,6141,124,6.02,12,0.0161
2025-12-28 18:09:46,6144,123,6.11,12,0.0000
2025-12-28 18:09:46,6147,124,6.08,12,0.0000
2025-12-28 18:09:46,6152,122,6.30,12,0.0082
2025-12-28 18:09:46,6156,123,6.33,12,0.0163
2025-12-28 18:09:47,6163,118,6.59,12,0.0085
2025-12-28 18:09:47,6170,113,6.68,12,0.0000
2025-12-28 18:09:47,6171,116,6.58,12,0.0000
2025-12-28 18:09:47,6178,117,6.39,12,0.0171
2025-12-28 18:09:47,6183,117,6.38,12,0.0171
2025-12-28 18:09:47,6186,120,6.27,12,0.0000
2025-12-28 18:09:47,6188,122,6.44,12,0.0000
2025-12-28 18:09:47,6191,123,6.34,12,0.0081
2025-12-28 18:09:48,6193,126,6.16,12,0.0000
2025-12-28 18:09:48,6204,120,6.36,12,0.0000
2025-12-28 18:09:48,6208,122,6.17,12,0.0082
2025-12-28 18:09:48,6213,118,6.20,12,0.0085
2025-12-28 18:09:48,6216,121,6.09,12,0.0000
2025-12-28 18:09:48,6220,120,6.11,12,0.0000
2025-12-28 18:09:48,6224,116,6.21,12,0.0000
2025-12-28 18:09:49,6230,113,6.37,12,0.0000
2025-12-28 18:09:49,6234,112,6.58,12,0.0089
2025-12-28 18:09:49,6236,113,6.66,12,0.0088
2025-12-28 18:09:49,6237,117,6.36,12,0.0085
2025-12-28 18:09:49,6239,120,6.33,12,0.0083
2025-12-28 18:09:49,6246,118,6.31,12,0.0000
2025-12-28 18:09:49,6247,125,5.96,12,0.0000
2025-12-28 18:09:49,6251,123,6.11,12,0.0163
2025-12-28 18:09:50,6253,126,6.09,12,0.0000
2025-12-28 18:09:50,6256,125,6.12,12,0.0080
2025-12-28 18:09:50,6260,124,6.29,12,0.0000
2025-12-28 18:09:50,6263,124,6.29,12,0.0000
2025-12-28 18:09:50,6266,124,6.34,12,0.0000
2025-12-28 18:09:50,6268,125,6.46,12,0.0080
2025-12-28 18:09:50,6271,126,6.37,12,0.0079
2025-12-28 18:09:51,6277,122,6.43,12,0.0082
2025-12-28 18:09:51,6280,121,6.60,12,0.0083
2025-12-28 18:09:51,6283,119,6.84,13,0.0084
2025-12-28 18:09:51,6285,124,6.45,12,0.0000
2025-12-28 18:09:51,6290,123,6.58,12,0.0081
2025-12-28 18:09:51,6294,121,6.76,12,0.0000
2025-12-28 18:09:51,6300,116,7.12,12,0.0086
2025-12-28 18:09:52,6304,118,6.69,12,0.0169
2025-12-28 18:09:52,6307,122,6.39,12,0.0082
2025-12-28 18:09:52,6308,123,6.56,12,0.0000
2025-12-28 18:09:52,6310,127,6.31,12,0.0000
2025-12-28 18:09:52,6314,125,6.60,12,0.0000
2025-12-28 18:09:52,6319,123,6.63,12,0.0000
2025-12-28 18:09:52,6322,124,6.49,12,0.0242
2025-12-28 18:09:53,6326,125,6.30,12,0.0080
2025-12-28 18:09:53,6333,122,6.16,12,0.0082
2025-12-28 18:09:53,6340,117,6.55,13,0.0085
2025-12-28 18:09:53,6343,117,6.57,12,0.0085
2025-12-28 18:09:53,6349,117,6.47,13,0.0085
2025-12-28 18:09:53,6350,118,6.48,12,0.0085
2025-12-28 18:09:53,6353,117,6.38,12,0.0000
2025-12-28 18:09:53,6356,115,6.47,12,0.0174
2025-12-28 18:09:54,6359,116,6.47,12,0.0000
2025-12-28 18:09:54,6363,114,6.51,12,0.0000
2025-12-28 18:09:54,6364,114,6.51,12,0.0088
2025-12-28 18:09:54,6368,113,6.48,12,0.0000
2025-12-28 18:09:54,6372,113,6.19,12,0.0000
2025-12-28 18:09:54,6376,112,6.29,12,0.0089
2025-12-28 18:09:54,6381,108,6.60,12,0.0000
2025-12-28 18:09:54,6384,107,6.77,12,0.0093
2025-12-28 18:09:55,6385,109,6.72,12,0.0092
2025-12-28 18:09:55,6388,110,6.71,12,0.0000
2025-12-28 18:09:55,6394,107,6.88,12,0.0000
2025-12-28 18:09:55,6395,109,6.79,12,0.0092
2025-12-28 18:09:55,6397,113,6.42,12,0.0088
2025-12-28 18:09:55,6401,112,6.47,12,0.0000
2025-12-28 18:09:55,6405,112,6.22,12,0.0089
2025-12-28 18:09:55,6410,109,6.39,12,0.0092
2025-12-28 18:09:56,6415,107,6.59,12,0.0000
2025-12-28 18:09:56,6417,106,6.69,12,0.0189
2025-12-28 18:09:56,6420,104,6.60,12,0.0096
2025-12-28 18:09:56,6424,101,6.66,12,0.0000
2025-12-28 18:09:56,6427,100,6.40,12,0.0000
2025-12-28 18:09:56,6431,97,6.58,13,0.0206
2025-12-28 18:09:56,6431,100,6.33,12,0.0000
2025-12-28 18:09:56,6435,101,6.34,12,0.0000
2025-12-28 18:09:56,6436,104,6.20,12,0.0000
2025-12-28 18:09:57,6439,103,6.32,12,0.0097
2025-12-28 18:09:57,6442,101,6.57,12,0.0000
2025-12-28 18:09:57,6449,99,6.54,12,0.0000
2025-12-28 18:09:57,6450,103,6.29,12,0.0000
2025-12-28 18:09:57,6451,105,6.37,12,0.0000
2025-12-28 18:09:57,6453,107,6.21,12,0.0000
2025-12-28 18:09:57,6458,106,6.27,12,0.0094
2025-12-28 18:09:57,6458,107,6.49,12,0.0000
2025-12-28 18:09:57,6460,108,6.39,12,0.0093
2025-12-28 18:09:58,6462,106,6.63,12,0.0094
2025-12-28 18:09:58,6466,105,6.73,12,0.0095
2025-12-28 18:09:58,6467,105,6.78,12,0.0000
2025-12-28 18:09:58,6467,109,6.51,12,0.0092
2025-12-28 18:09:58,6470,109,6.67,12,0.0000
2025-12-28 18:09:58,6472,108,6.81,12,0.0000
2025-12-28 18:09:58,6472,113,6.61,12,0.0177
2025-12-28 18:09:58,6474,116,6.43,12,0.0086
2025-12-28 18:09:59,6477,119,6.33,12,0.0168
2025-12-28 18:09:59,6478,121,6.38,12,0.0000
2025-12-28 18:09:59,6482,120,6.53,12,0.0000
2025-12-28 18:09:59,6487,121,6.48,12,0.0165
2025-12-28 18:09:59,6491,118,6.69,12,0.0085
2025-12-28 18:09:59,6493,119,6.83,12,0.0084
2025-12-28 18:09:59,6499,121,6.50,12,0.0000
2025-12-28 18:10:00,6501,123,6.46,12,0.0000
2025-12-28 18:10:00,6502,122,6.66,13,0.0000
2025-12-28 18:10:00,6507,121,6.68,12,0.0083
2025-12-28 18:10:00,6510,121,6.65,12,0.0083
2025-12-28 18:10:00,6512,121,6.74,13,0.0000
2025-12-28 18:10:00,6516,125,6.30,12,0.0000
2025-12-28 18:10:00,6518,125,6.51,12,0.0160
2025-12-28 18:10:00,6523,124,6.43,12,0.0161
2025-12-28 18:10:01,6526,122,6.62,12,0.0082
2025-12-28 18:10:01,6532,118,6.94,12,0.0000
2025-12-28 18:10:01,6535,118,6.83,12,0.0085
2025-12-28 18:10:01,6539,117,6.65,12,0.0085
2025-12-28 18:10:01,6545,115,6.65,12,0.0000
2025-12-28 18:10:01,6547,117,6.42,12,0.0085
2025-12-28 18:10:01,6551,117,6.26,12,0.0000
2025-12-28 18:10:02,6552,118,6.26,12,0.0085
2025-12-28 18:10:02,6556,116,6.45,12,0.0000
2025-12-28 18:10:02,6556,123,5.99,12,0.0081
2025-12-28 18:10:02,6557,124,6.10,12,0.0161
2025-12-28 18:10:02,6563,119,6.21,12,0.0252
2025-12-28 18:10:02,6567,117,6.24,12,0.0085
2025-12-28 18:10:02,6574,114,6.28,12,0.0000
2025-12-28 18:10:02,6578,115,6.26,12,0.0087
2025-12-28 18:10:03,6583,116,6.18,12,0.0000
2025-12-28 18:10:03,6587,116,6.18,12,0.0259
2025-12-28 18:10:03,6588,117,6.31,12,0.0085
2025-12-28 18:10:03,6589,118,6.27,12,0.0000
2025-12-28 18:10:03,6592,119,6.16,12,0.0000
2025-12-28 18:10:03,6598,118,5.97,12,0.0085
2025-12-28 18:10:03,6603,116,6.09,12,0.0000
2025-12-28 18:10:03,6605,115,6.17,12,0.0261
2025-12-28 18:10:04,6608,114,6.13,12,0.0088
2025-12-28 18:10:04,6613,112,6.20,12,0.0089
2025-12-28 18:10:04,6614,115,6.04,12,0.0000
2025-12-28 18:10:04,6619,113,5.98,12,0.0088
2025-12-28 18:10:04,6622,113,5.96,12,0.0177
2025-12-28 18:10:04,6626,112,5.79,12,0.0089
2025-12-28 18:10:04,6630,112,5.70,12,0.0000
2025-12-28 18:10:05,6635,109,5.97,12,0.0000
2025-12-28 18:10:05,6637,109,6.25,12,0.0183
2025-12-28 18:10:05,6642,105,6.59,12,0.0000
2025-12-28 18:10:05,6642,107,6.72,12,0.0187
2025-12-28 18:10:05,6644,112,6.36,12,0.0000
2025-12-28 18:10:05,6645,115,6.27,12,0.0000
2025-12-28 18:10:05,6650,117,5.93,12,0.0171
2025-12-28 18:10:05,6651,120,5.87,12,0.0000
2025-12-28 18:10:06,6651,124,5.66,12,0.0242
2025-12-28 18:10:06,6654,122,5.76,12,0.0000
2025-12-28 18:10:06,6659,119,5.92,12,0.0084
2025-12-28 18:10:06,6668,112,6.18,12,0.0089
2025-12-28 18:10:06,6674,108,6.14,12,0.0000
2025-12-28 18:10:06,6677,105,6.26,12,0.0095
2025-12-28 18:10:06,6681,103,5.98,12,0.0000
2025-12-28 18:10:06,6684,102,6.09,12,0.0000
2025-12-28 18:10:07,6687,101,6.10,12,0.0099
2025-12-28 18:10:07,6690,100,6.23,12,0.0100
2025-12-28 18:10:07,6694,99,6.24,12,0.0101
2025-12-28 18:10:07,6698,97,6.28,12,0.0000
2025-12-28 18:10:07,6703,96,6.44,12,0.0104
2025-12-28 18:10:07,6705,95,6.77,12,0.0211
2025-12-28 18:10:07,6706,96,6.90,12,0.0104
2025-12-28 18:10:07,6707,98,7.10,12,0.0000
2025-12-28 18:10:07,6708,103,6.61,12,0.0097
2025-12-28 18:10:08,6710,104,6.56,12,0.0000
2025-12-28 18:10:08,6712,105,6.57,12,0.0095
2025-12-28 18:10:08,6716,104,6.62,12,0.0096
2025-12-28 18:10:08,6720,103,6.46,12,0.0194
2025-12-28 18:10:08,6722,104,6.47,12,0.0096
2025-12-28 18:10:08,6724,106,6.20,12,0.0000
2025-12-28 18:10:08,6728,103,6.37,12,0.0000
2025-12-28 18:10:08,6730,103,6.60,12,0.0097
2025-12-28 18:10:08,6733,104,6.55,12,0.0192
2025-12-28 18:10:09,6737,106,6.29,12,0.0000
2025-12-28 18:10:09,6741,104,6.54,12,0.0192
2025-12-28 18:10:09,6744,103,6.60,12,0.0000
2025-12-28 18:10:09,6747,106,6.34,12,0.0189
2025-12-28 18:10:09,6749,108,6.23,12,0.0093
2025-12-28 18:10:09,6750,110,6.33,12,0.0091
2025-12-28 18:10:09,6752,110,6.51,13,0.0182
2025-12-28 18:10:09,6756,110,6.55,12,0.0091
2025-12-28 18:10:10,6759,107,6.82,12,0.0000
2025-12-28 18:10:10,6762,105,6.88,12,0.0000
2025-12-28 18:10:10,6766,108,6.50,12,0.0000
2025-12-28 18:10:10,6767,110,6.28,12,0.0000
2025-12-28 18:10:10,6771,111,6.17,12,0.0180
2025-12-28 18:10:10,6774,112,6.14,12,0.0089
2025-12-28 18:10:10,6777,114,5.81,12,0.0000
2025-12-28 18:10:10,6779,113,6.09,12,0.0000
2025-12-28 18:10:11,6780,115,6.05,12,0.0000
2025-12-28 18:10:11,6782,115,6.09,12,0.0087
2025-12-28 18:10:11,6784,115,6.25,13,0.0087
2025-12-28 18:10:11,6792,108,6.41,12,0.0093
2025-12-28 18:10:11,6794,109,6.36,12,0.0183
2025-12-28 18:10:11,6797,109,6.58,12,0.0183
2025-12-28 18:10:11,6798,111,6.59,12,0.0000
2025-12-28 18:10:11,6799,117,6.22,12,0.0171
2025-12-28 18:10:12,6803,116,6.37,12,0.0172
2025-12-28 18:10:12,6805,115,6.50,12,0.0087
2025-12-28 18:10:12,6809,114,6.46,13,0.0175
2025-12-28 18:10:12,6816,113,6.36,12,0.0088
2025-12-28 18:10:12,6819,115,6.23,12,0.0174
2025-12-28 18:10:12,6825,112,6.46,12,0.0179
2025-12-28 18:10:12,6835,105,6.55,12,0.0190
2025-12-28 18:10:12,6837,106,6.56,12,0.0189
2025-12-28 18:10:13,6840,105,6.57,12,0.0286
2025-12-28 18:10:13,6842,108,6.37,12,0.0278
2025-12-28 18:10:13,6844,110,6.22,13,0.0273
2025-12-28 18:10:13,6848,111,5.88,12,0.0000
2025-12-28 18:10:13,6853,107,5.91,12,0.0000
2025-12-28 18:10:13,6856,108,5.71,12,0.0093
2025-12-28 18:10:13,6864,103,5.99,12,0.0000
2025-12-28 18:10:13,6867,101,6.18,12,0.0198
2025-12-28 18:10:13,6873,98,6.42,12,0.0102
2025-12-28 18:10:14,6875,100,6.31,12,0.0200
